Year,NOC,Sport 1,Medals 1,Sport 2,Medals 2,Sport 3,Medals 3,Sport 4,Medals 4,Sport 5,Medals 5
2004,SYR,Boxing,1,,,,,,,,
2004,CHN,Diving,12,Volleyball,12,Shooting,9,Table Tennis,9,Badminton,8
2004,EST,Athletics,1,Judo,1,Rowing,1,,,,
2004,HRV,Handball,15,Rowing,2,Tennis,2,Swimming,1,Weightlifting,1
2004,LTU,Athletics,2,Modern Pentathlon,1,,,,,,
2004,LVA,Athletics,1,Gymnastics,1,Modern Pentathlon,1,Weightlifting,1,,
2004,SVN,Rowing,2,Athletics,1,Judo,1,Sailing,1,,
2004,BLR,Rowing,3,Weightlifting,3,Boxing,2,Canoeing,2,Athletics,1
2004,CZE,Rowing,4,Athletics,3,Canoeing,2,Shooting,2,Modern Pentathlon,1
2004,GEO,Judo,2,Weightlifting,1,Wrestling,1,,,,
2004,KAZ,Boxing,3,Wrestling,3,Athletics,1,Weightlifting,1,,
2004,RUS,Athletics,27,Volleyball,22,Handball,14,Fencing,13,Water Polo,13
2004,SVK,Canoeing,8,Judo,1,Shooting,1,,,,
2004,UKR,Handball,15,Sailing,5,Canoeing,4,Rowing,4,Archery,3
2004,UZB,Wrestling,3,Boxing,2,,,,,,
2004,AZE,Boxing,2,Shooting,2,Wrestling,1,,,,
2004,SCG,Water Polo,12,Shooting,1,,,,,,
2004,ERI,Athletics,1,,,,,,,,
2006,AUS,Freestyle Skiing,2,,,,,,,,
2006,AUT,Alpine Skiing,14,Nordic Combined,6,Ski Jumping,6,Luge,2,Cross Country Skiing,1
2006,BGR,Short Track Speed Skating,1,,,,,,,,
2006,CAN,Ice Hockey,20,Speed Skating,16,Short Track Speed Skating,12,Curling,10,Cross Country Skiing,3
2006,CHE,Bobsleigh,6,Curling,4,Snowboarding,4,Alpine Skiing,3,Skeleton,2
2006,DEU,Biathlon,17,Cross Country Skiing,10,Bobsleigh,8,Speed Skating,7,Nordic Combined,6
2006,FIN,Ice Hockey,23,Ski Jumping,5,Curling,4,Nordic Combined,4,Cross Country Skiing,2
2006,FRA,Biathlon,10,Alpine Skiing,2,Cross Country Skiing,1,Freestyle Skiing,1,Snowboarding,1
2006,GBR,Skeleton,1,,,,,,,,
2006,ITA,Cross Country Skiing,10,Speed Skating,6,Short Track Speed Skating,4,Luge,3,Bobsleigh,2
2006,JPN,Figure Skating,1,,,,,,,,
2006,KOR,Short Track Speed Skating,18,Speed Skating,1,,,,,,
2006,NLD,Speed Skating,13,,,,,,,,
2006,NOR,Ski Jumping,7,Biathlon,6,Cross Country Skiing,5,Nordic Combined,2,Alpine Skiing,1
2006,POL,Biathlon,1,Cross Country Skiing,1,,,,,,
2006,SWE,Ice Hockey,44,Cross Country Skiing,10,Alpine Skiing,4,Curling,4,Biathlon,2
2006,USA,Ice Hockey,20,Snowboarding,7,Speed Skating,7,Short Track Speed Skating,6,Curling,4
2006,CHN,Short Track Speed Skating,5,Figure Skating,4,Freestyle Skiing,2,Speed Skating,2,,
2006,EST,Cross Country Skiing,3,,,,,,,,
2006,HRV,Alpine Skiing,3,,,,,,,,
2006,LVA,Luge,1,,,,,,,,
2006,BLR,Freestyle Skiing,1,,,,,,,,
2006,CZE,Ice Hockey,24,Cross Country Skiing,3,,,,,,
2006,RUS,Biathlon,11,Cross Country Skiing,11,Speed Skating,7,Figure Skating,6,Bobsleigh,4
2006,SVK,Snowboarding,1,,,,,,,,
2006,UKR,Figure Skating,2,Biathlon,1,,,,,,
2008,AFG,Taekwondo,1,,,,,,,,
2008,ARG,Football,18,Hockey,16,Basketball,12,Cycling,2,Sailing,2
2008,AUS,Swimming,54,Hockey,17,Softball,15,Water Polo,13,Basketball,12
2008,AUT,Canoeing,1,Judo,1,Swimming,1,,,,
2008,BEL,Athletics,5,,,,,,,,
2008,BGR,Wrestling,4,Rowing,1,,,,,,
2008,BHS,Athletics,7,,,,,,,,
2008,BRA,Football,35,Volleyball,24,Athletics,5,Beach Volleyball,4,Sailing,4
2008,CAN,Rowing,17,Equestrianism,5,Athletics,2,Canoeing,2,Diving,2
2008,CHE,Cycling,4,Equestrianism,4,Tennis,2,Judo,1,,
2008,CHL,Tennis,1,,,,,,,,
2008,COL,Weightlifting,1,Wrestling,1,,,,,,
2008,CUB,Baseball,24,Boxing,8,Judo,6,Athletics,5,Cycling,1
2008,DEU,Canoeing,18,Hockey,17,Football,16,Equestrianism,11,Rowing,6
2008,DNK,Rowing,6,Cycling,5,Equestrianism,3,Canoeing,2,Sailing,2
2008,ESP,Hockey,16,Handball,14,Basketball,12,Synchronized Swimming,10,Cycling,5
2008,ETH,Athletics,7,,,,,,,,
2008,FIN,Rowing,2,Shooting,2,Athletics,1,,,,
2008,FRA,Handball,15,Swimming,11,Cycling,9,Fencing,8,Rowing,8
2008,GBR,Rowing,23,Cycling,19,Sailing,10,Athletics,8,Equestrianism,6
2008,GRC,Sailing,3,Rowing,2,Athletics,1,Taekwondo,1,,
2008,HUN,Water Polo,13,Canoeing,9,Swimming,3,Fencing,1,Wrestling,1
2008,IDN,Badminton,5,Weightlifting,2,,,,,,
2008,IND,Boxing,1,Shooting,1,Wrestling,1,,,,
2008,IRL,Boxing,3,,,,,,,,
2008,IRN,Taekwondo,1,Wrestling,1,,,,,,
2008,ISL,Handball,14,,,,,,,,
2008,ISR,Sailing,1,,,,,,,,
2008,ITA,Fencing,16,Rowing,4,Archery,3,Boxing,3,Canoeing,3
2008,JPN,Softball,15,Swimming,8,Gymnastics,7,Judo,7,Wrestling,6
2008,KEN,Athletics,15,,,,,,,,
2008,KOR,Baseball,24,Handball,14,Archery,9,Badminton,6,Table Tennis,6
2008,MAR,Athletics,2,,,,,,,,
2008,MEX,Diving,2,Taekwondo,2,,,,,,
2008,NGA,Football,16,Athletics,6,Taekwondo,1,,,,
2008,NLD,Hockey,16,Water Polo,12,Rowing,11,Swimming,7,Judo,5
2008,NOR,Handball,14,Athletics,2,Swimming,2,Canoeing,1,Rowing,1
2008,NZL,Cycling,6,Rowing,5,Athletics,2,Sailing,1,Triathlon,1
2008,PAN,Athletics,1,,,,,,,,
2008,POL,Rowing,8,Fencing,4,Athletics,2,Canoeing,2,Cycling,1
2008,PRT,Athletics,1,Triathlon,1,,,,,,
2008,ROU,Rowing,11,Gymnastics,7,Fencing,2,Athletics,1,Judo,1
2008,SDN,Athletics,1,,,,,,,,
2008,SGP,Table Tennis,3,,,,,,,,
2008,SWE,Cycling,2,Sailing,2,Tennis,2,Equestrianism,1,,
2008,THA,Boxing,2,Taekwondo,1,Weightlifting,1,,,,
2008,TPE,Taekwondo,2,Weightlifting,2,,,,,,
2008,TUN,Swimming,1,,,,,,,,
2008,TUR,Taekwondo,2,Wrestling,2,Athletics,1,Boxing,1,Weightlifting,1
2008,USA,Swimming,68,Athletics,32,Water Polo,26,Baseball,24,Basketball,24
2008,VEN,Taekwondo,1,,,,,,,,
2008,VNM,Weightlifting,1,,,,,,,,
2008,ZAF,Athletics,1,,,,,,,,
2008,ZWE,Swimming,4,,,,,,,,
2008,CMR,Athletics,1,,,,,,,,
2008,DOM,Boxing,1,Taekwondo,1,,,,,,
2008,DZA,Judo,2,,,,,,,,
2008,EGY,Judo,1,,,,,,,,
2008,JAM,Athletics,14,,,,,,,,
2008,MNG,Boxing,2,Judo,1,Shooting,1,,,,
2008,MYS,Badminton,1,,,,,,,,
2008,PRK,Judo,3,Weightlifting,2,Gymnastics,1,,,,
2008,TTO,Athletics,6,,,,,,,,
2008,ECU,Athletics,1,,,,,,,,
2008,TGO,Canoeing,1,,,,,,,,
2008,CHN,Gymnastics,24,Hockey,16,Diving,15,Swimming,14,Badminton,12
2008,MUS,Boxing,1,,,,,,,,
2008,EST,Rowing,2,Athletics,1,,,,,,
2008,HRV,Taekwondo,2,Athletics,1,Gymnastics,1,Shooting,1,,
2008,LTU,Modern Pentathlon,2,Athletics,1,Sailing,1,Wrestling,1,,
2008,LVA,Athletics,1,Cycling,1,Weightlifting,1,,,,
2008,SVN,Athletics,1,Judo,1,Sailing,1,Shooting,1,Swimming,1
2008,ARM,Weightlifting,3,Wrestling,2,Boxing,1,,,,
2008,BLR,Canoeing,8,Rhythmic Gymnastics,7,Athletics,6,Rowing,3,Weightlifting,3
2008,CZE,Shooting,3,Canoeing,2,Athletics,1,Rowing,1,,
2008,GEO,Wrestling,4,Judo,1,Shooting,1,,,,
2008,KAZ,Wrestling,5,Weightlifting,4,Boxing,2,Judo,1,Taekwondo,1
2008,KGZ,Wrestling,2,,,,,,,,
2008,MDA,Boxing,1,,,,,,,,
2008,RUS,Athletics,25,Handball,14,Basketball,12,Volleyball,12,Synchronized Swimming,11
2008,SVK,Canoeing,8,Shooting,1,Wrestling,1,,,,
2008,UKR,Athletics,5,Wrestling,5,Fencing,4,Shooting,3,Boxing,2
2008,UZB,Judo,2,Wrestling,2,Gymnastics,1,Trampolining,1,,
2008,AZE,Wrestling,4,Judo,2,Boxing,1,,,,
2008,TJK,Judo,1,Wrestling,1,,,,,,
2008,SRB,Water Polo,13,Swimming,1,Tennis,1,,,,
2010,AUS,Freestyle Skiing,2,Snowboarding,1,,,,,,
2010,AUT,Ski Jumping,6,Biathlon,5,Nordic Combined,5,Alpine Skiing,4,Luge,3
2010,CAN,Ice Hockey,43,Short Track Speed Skating,12,Curling,10,Bobsleigh,8,Speed Skating,7
2010,CHE,Curling,4,Alpine Skiing,3,Ski Jumping,2,Cross Country Skiing,1,Freestyle Skiing,1
2010,DEU,Cross Country Skiing,10,Biathlon,8,Bobsleigh,8,Speed Skating,7,Luge,6
2010,FIN,Ice Hockey,41,Cross Country Skiing,5,Snowboarding,1,,,,
2010,FRA,Biathlon,9,Snowboarding,3,Freestyle Skiing,1,Nordic Combined,1,,
2010,GBR,Skeleton,1,,,,,,,,
2010,ITA,Alpine Skiing,1,Cross Country Skiing,1,Luge,1,Nordic Combined,1,Short Track Speed Skating,1
2010,JPN,Speed Skating,5,Figure Skating,2,,,,,,
2010,KOR,Short Track Speed Skating,12,Speed Skating,5,Figure Skating,1,,,,
2010,NLD,Speed Skating,10,Snowboarding,1,,,,,,
2010,NOR,Cross Country Skiing,16,Biathlon,8,Alpine Skiing,4,Curling,4,Ski Jumping,4
2010,POL,Cross Country Skiing,3,Speed Skating,3,Ski Jumping,2,,,,
2010,SWE,Cross Country Skiing,11,Curling,4,Alpine Skiing,2,Biathlon,1,,
2010,USA,Ice Hockey,43,Short Track Speed Skating,14,Alpine Skiing,8,Nordic Combined,7,Speed Skating,7
2010,CHN,Short Track Speed Skating,7,Curling,4,Figure Skating,4,Freestyle Skiing,3,Speed Skating,1
2010,EST,Cross Country Skiing,1,,,,,,,,
2010,HRV,Alpine Skiing,2,Biathlon,1,,,,,,
2010,LVA,Luge,2,Skeleton,1,,,,,,
2010,SVN,Alpine Skiing,2,Cross Country Skiing,1,,,,,,
2010,BLR,Biathlon,2,Freestyle Skiing,1,,,,,,
2010,CZE,Cross Country Skiing,5,Speed Skating,3,Alpine Skiing,1,,,,
2010,KAZ,Biathlon,1,,,,,,,,
2010,RUS,Biathlon,10,Cross Country Skiing,6,Figure Skating,3,Bobsleigh,2,Speed Skating,2
2010,SVK,Biathlon,3,,,,,,,,
2012,AFG,Taekwondo,1,,,,,,,,
2012,ARG,Hockey,15,Sailing,2,Taekwondo,1,Tennis,1,,
2012,AUS,Swimming,32,Hockey,16,Rowing,13,Water Polo,13,Basketball,12
2012,BEL,Judo,1,Sailing,1,Shooting,1,,,,
2012,BGR,Boxing,1,Wrestling,1,,,,,,
2012,BHS,Athletics,4,,,,,,,,
2012,BRA,Volleyball,24,Football,18,Beach Volleyball,4,Judo,4,Boxing,3
2012,CAN,Football,18,Rowing,18,Diving,4,Canoeing,3,Cycling,3
2012,CHE,Cycling,1,Equestrianism,1,Tennis,1,Triathlon,1,,
2012,COL,Cycling,3,Athletics,1,Judo,1,Taekwondo,1,Weightlifting,1
2012,CUB,Boxing,4,Judo,3,Athletics,2,Wrestling,2,Shooting,1
2012,DEU,Rowing,17,Hockey,16,Canoeing,14,Equestrianism,10,Cycling,9
2012,DNK,Rowing,7,Badminton,4,Sailing,3,Cycling,1,Shooting,1
2012,ESP,Handball,15,Basketball,12,Water Polo,12,Synchronized Swimming,10,Sailing,4
2012,ETH,Athletics,7,,,,,,,,
2012,FIN,Sailing,4,Athletics,1,,,,,,
2012,FRA,Swimming,21,Handball,15,Basketball,12,Judo,7,Athletics,6
2012,GBR,Rowing,28,Cycling,19,Hockey,16,Equestrianism,14,Gymnastics,8
2012,GRC,Rowing,2,Judo,1,,,,,,
2012,HKG,Cycling,1,,,,,,,,
2012,HUN,Canoeing,14,Swimming,3,Wrestling,3,Judo,2,Athletics,1
2012,IDN,Weightlifting,2,,,,,,,,
2012,IND,Shooting,2,Wrestling,2,Badminton,1,Boxing,1,,
2012,IRL,Boxing,4,Equestrianism,1,,,,,,
2012,IRN,Wrestling,6,Weightlifting,4,Athletics,1,Taekwondo,1,,
2012,ITA,Fencing,16,Water Polo,13,Volleyball,12,Rhythmic Gymnastics,6,Shooting,5
2012,JPN,Football,18,Swimming,17,Volleyball,12,Gymnastics,7,Judo,7
2012,KEN,Athletics,11,,,,,,,,
2012,KOR,Football,18,Fencing,15,Archery,8,Shooting,5,Judo,3
2012,MAR,Athletics,1,,,,,,,,
2012,MEX,Football,16,Diving,5,Archery,2,Taekwondo,1,,
2012,NLD,Hockey,33,Equestrianism,9,Rowing,9,Swimming,8,Sailing,4
2012,NOR,Handball,14,Canoeing,1,Cycling,1,Fencing,1,,
2012,NZL,Rowing,9,Cycling,7,Equestrianism,5,Sailing,4,Athletics,1
2012,POL,Athletics,2,Canoeing,2,Rowing,2,Sailing,2,Weightlifting,2
2012,PRI,Athletics,1,Wrestling,1,,,,,,
2012,PRT,Canoeing,2,,,,,,,,
2012,ROU,Gymnastics,7,Fencing,4,Judo,2,Weightlifting,2,Shooting,1
2012,SGP,Table Tennis,4,,,,,,,,
2012,SWE,Handball,14,Sailing,3,Wrestling,2,Equestrianism,1,Shooting,1
2012,THA,Boxing,1,Taekwondo,1,Weightlifting,1,,,,
2012,TPE,Taekwondo,1,Weightlifting,1,,,,,,
2012,TUN,Swimming,2,Athletics,1,,,,,,
2012,TUR,Athletics,2,Taekwondo,2,Wrestling,1,,,,
2012,UGA,Athletics,1,,,,,,,,
2012,USA,Swimming,68,Athletics,42,Basketball,24,Football,17,Rowing,17
2012,VEN,Fencing,1,,,,,,,,
2012,ZAF,Rowing,4,Swimming,3,Athletics,1,Canoeing,1,,
2012,DOM,Athletics,2,,,,,,,,
2012,DZA,Athletics,1,,,,,,,,
2012,EGY,Fencing,1,Wrestling,1,,,,,,
2012,JAM,Athletics,25,,,,,,,,
2012,MNG,Boxing,2,Judo,2,Wrestling,1,,,,
2012,MYS,Badminton,1,Diving,1,,,,,,
2012,PRK,Weightlifting,4,Judo,1,Wrestling,1,,,,
2012,TTO,Athletics,10,,,,,,,,
2012,GTM,Athletics,1,,,,,,,,
2012,KWT,Shooting,1,,,,,,,,
2012,GAB,Taekwondo,1,,,,,,,,
2012,SAU,Equestrianism,4,,,,,,,,
2012,BWA,Athletics,1,,,,,,,,
2012,CHN,Swimming,15,Diving,14,Badminton,12,Gymnastics,12,Synchronized Swimming,11
2012,CYP,Sailing,1,,,,,,,,
2012,BRN,Athletics,1,,,,,,,,
2012,GRD,Athletics,1,,,,,,,,
2012,QAT,Athletics,1,Shooting,1,,,,,,
2012,EST,Athletics,1,Wrestling,1,,,,,,
2012,HRV,Handball,15,Water Polo,13,Rowing,4,Athletics,1,Shooting,1
2012,LTU,Boxing,1,Canoeing,1,Modern Pentathlon,1,Swimming,1,Wrestling,1
2012,LVA,Beach Volleyball,2,Cycling,1,,,,,,
2012,SVN,Rowing,2,Athletics,1,Judo,1,Shooting,1,,
2012,ARM,Wrestling,2,Weightlifting,1,,,,,,
2012,BLR,Canoeing,8,Rhythmic Gymnastics,7,Tennis,3,Swimming,2,Weightlifting,2
2012,CZE,Canoeing,5,Athletics,2,Rowing,2,Tennis,2,Cycling,1
2012,GEO,Wrestling,6,Judo,1,,,,,,
2012,KAZ,Boxing,4,Weightlifting,4,Wrestling,3,Athletics,1,Cycling,1
2012,MDA,Weightlifting,2,,,,,,,,
2012,RUS,Athletics,23,Basketball,12,Gymnastics,12,Volleyball,12,Synchronized Swimming,11
2012,SVK,Canoeing,3,Shooting,2,,,,,,
2012,UKR,Athletics,6,Boxing,5,Rowing,4,Canoeing,3,Fencing,2
2012,UZB,Boxing,1,Judo,1,Wrestling,1,,,,
2012,AZE,Wrestling,7,Boxing,2,Weightlifting,1,,,,
2012,TJK,Boxing,1,,,,,,,,
2012,MNE,Handball,14,,,,,,,,
2012,SRB,Water Polo,13,Shooting,2,Taekwondo,1,,,,
2014,AUS,Freestyle Skiing,2,Snowboarding,1,,,,,,
2014,AUT,Alpine Skiing,9,Biathlon,5,Ski Jumping,5,Nordic Combined,4,Luge,2
2014,CAN,Ice Hockey,44,Figure Skating,12,Freestyle Skiing,9,Curling,8,Short Track Speed Skating,6
2014,CHE,Ice Hockey,19,Alpine Skiing,3,Snowboarding,3,Bobsleigh,2,Cross Country Skiing,2
2014,DEU,Luge,9,Nordic Combined,6,Biathlon,5,Ski Jumping,5,Cross Country Skiing,4
2014,FIN,Ice Hockey,24,Cross Country Skiing,8,Snowboarding,1,,,,
2014,FRA,Freestyle Skiing,5,Biathlon,4,Cross Country Skiing,4,Alpine Skiing,2,Snowboarding,2
2014,GBR,Curling,8,Skeleton,1,Snowboarding,1,,,,
2014,ITA,Short Track Speed Skating,6,Biathlon,4,Alpine Skiing,2,Figure Skating,1,Luge,1
2014,JPN,Ski Jumping,5,Snowboarding,3,Figure Skating,1,Freestyle Skiing,1,Nordic Combined,1
2014,KOR,Short Track Speed Skating,9,Speed Skating,4,Figure Skating,1,,,,
2014,NLD,Speed Skating,28,Short Track Speed Skating,1,,,,,,
2014,NOR,Biathlon,12,Cross Country Skiing,12,Nordic Combined,7,Alpine Skiing,3,Ski Jumping,1
2014,POL,Speed Skating,8,Ski Jumping,2,Cross Country Skiing,1,,,,
2014,SWE,Ice Hockey,23,Cross Country Skiing,19,Curling,8,Freestyle Skiing,1,,
2014,USA,Ice Hockey,20,Bobsleigh,10,Figure Skating,10,Freestyle Skiing,7,Alpine Skiing,5
2014,CHN,Short Track Speed Skating,9,Freestyle Skiing,2,Speed Skating,1,,,,
2014,HRV,Alpine Skiing,1,,,,,,,,
2014,LVA,Luge,6,Bobsleigh,4,Skeleton,1,,,,
2014,SVN,Alpine Skiing,2,Ski Jumping,2,Snowboarding,2,Biathlon,1,Cross Country Skiing,1
2014,BLR,Biathlon,4,Freestyle Skiing,2,,,,,,
2014,CZE,Biathlon,8,Speed Skating,2,Snowboarding,1,,,,
2014,KAZ,Figure Skating,1,,,,,,,,
2014,RUS,Figure Skating,17,Biathlon,10,Cross Country Skiing,9,Short Track Speed Skating,8,Bobsleigh,6
2014,SVK,Biathlon,1,,,,,,,,
2014,UKR,Biathlon,5,,,,,,,,
2016,ARE,Judo,1,,,,,,,,
2016,ARG,Hockey,18,Sailing,2,Judo,1,Tennis,1,,
2016,AUS,Swimming,32,Rugby Sevens,12,Rowing,9,Sailing,7,Cycling,6
2016,AUT,Sailing,2,,,,,,,,
2016,BEL,Hockey,16,Cycling,2,Athletics,1,Judo,1,Swimming,1
2016,BGR,Rhythmic Gymnastics,5,Athletics,1,Wrestling,1,,,,
2016,BHS,Athletics,6,,,,,,,,
2016,BRA,Football,17,Volleyball,12,Beach Volleyball,4,Canoeing,4,Gymnastics,3
2016,CAN,Football,18,Swimming,15,Rugby Sevens,12,Athletics,10,Cycling,6
2016,CHE,Rowing,4,Cycling,2,Tennis,2,Gymnastics,1,Shooting,1
2016,COL,Boxing,2,Cycling,2,Weightlifting,2,Athletics,1,Judo,1
2016,CUB,Boxing,6,Wrestling,3,Athletics,1,Judo,1,,
2016,DEU,Football,35,Hockey,33,Rowing,17,Canoeing,16,Equestrianism,15
2016,DNK,Handball,14,Cycling,7,Rowing,6,Swimming,5,Badminton,3
2016,ESP,Basketball,24,Canoeing,5,Rhythmic Gymnastics,5,Athletics,2,Swimming,2
2016,ETH,Athletics,8,,,,,,,,
2016,FIN,Boxing,1,,,,,,,,
2016,FJI,Rugby Sevens,13,,,,,,,,
2016,FRA,Handball,31,Equestrianism,9,Fencing,9,Swimming,8,Athletics,6
2016,GBR,Rowing,26,Cycling,20,Hockey,16,Athletics,14,Swimming,13
2016,GRC,Sailing,2,Shooting,2,Athletics,1,Gymnastics,1,Swimming,1
2016,HUN,Canoeing,7,Fencing,7,Swimming,7,Athletics,1,,
2016,IDN,Badminton,2,Weightlifting,2,,,,,,
2016,IND,Badminton,1,Wrestling,1,,,,,,
2016,IRL,Rowing,2,Sailing,1,,,,,,
2016,IRN,Wrestling,5,Weightlifting,2,Taekwondo,1,,,,
2016,ISR,Judo,2,,,,,,,,
2016,ITA,Water Polo,26,Volleyball,12,Fencing,7,Shooting,7,Rowing,6
2016,JPN,Judo,12,Swimming,10,Synchronized Swimming,10,Gymnastics,7,Table Tennis,7
2016,KEN,Athletics,13,,,,,,,,
2016,KOR,Archery,9,Taekwondo,5,Judo,3,Badminton,2,Fencing,2
2016,MAR,Boxing,1,,,,,,,,
2016,MEX,Athletics,1,Boxing,1,Diving,1,Modern Pentathlon,1,Taekwondo,1
2016,NGA,Football,18,,,,,,,,
2016,NLD,Hockey,16,Rowing,15,Cycling,6,Beach Volleyball,2,Sailing,2
2016,NOR,Handball,14,Rowing,4,Wrestling,1,,,,
2016,NZL,Rugby Sevens,12,Sailing,7,Rowing,5,Athletics,4,Canoeing,3
2016,PHL,Weightlifting,1,,,,,,,,
2016,POL,Rowing,6,Athletics,3,Canoeing,3,Cycling,2,Modern Pentathlon,1
2016,PRI,Tennis,1,,,,,,,,
2016,PRT,Judo,1,,,,,,,,
2016,ROU,Rowing,9,Fencing,4,Tennis,2,Wrestling,1,,
2016,SGP,Swimming,1,,,,,,,,
2016,SWE,Football,18,Swimming,3,Cycling,2,Wrestling,2,Equestrianism,1
2016,THA,Weightlifting,4,Taekwondo,2,,,,,,
2016,TPE,Archery,3,Weightlifting,2,,,,,,
2016,TUN,Fencing,1,Taekwondo,1,Wrestling,1,,,,
2016,TUR,Wrestling,5,Athletics,1,Taekwondo,1,Weightlifting,1,,
2016,USA,Swimming,71,Athletics,46,Basketball,24,Volleyball,24,Gymnastics,16
2016,VEN,Athletics,1,Boxing,1,Cycling,1,,,,
2016,VNM,Shooting,2,,,,,,,,
2016,ZAF,Rugby Sevens,13,Athletics,4,Swimming,3,Rowing,2,Triathlon,1
2016,CIV,Taekwondo,2,,,,,,,,
2016,DOM,Taekwondo,1,,,,,,,,
2016,DZA,Athletics,2,,,,,,,,
2016,EGY,Weightlifting,2,Taekwondo,1,,,,,,
2016,JAM,Athletics,30,,,,,,,,
2016,MNG,Boxing,1,Judo,1,,,,,,
2016,MYS,Badminton,5,Diving,2,Cycling,1,,,,
2016,NER,Taekwondo,1,,,,,,,,
2016,PRK,Weightlifting,4,Gymnastics,1,Shooting,1,Table Tennis,1,,
2016,TTO,Athletics,1,,,,,,,,
2016,CHN,Diving,14,Volleyball,12,Synchronized Swimming,11,Gymnastics,10,Table Tennis,10
2016,JOR,Taekwondo,1,,,,,,,,
2016,BRN,Athletics,2,,,,,,,,
2016,GRD,Athletics,1,,,,,,,,
2016,QAT,Athletics,1,,,,,,,,
2016,EST,Rowing,4,,,,,,,,
2016,HRV,Water Polo,13,Athletics,3,Rowing,3,Sailing,3,Boxing,1
2016,IOA,Shooting,2,,,,,,,,
2016,LTU,Rowing,4,Canoeing,2,Weightlifting,1,,,,
2016,SVN,Judo,2,Canoeing,1,Sailing,1,,,,
2016,ARM,Weightlifting,2,Wrestling,2,,,,,,
2016,BLR,Canoeing,4,Wrestling,3,Weightlifting,2,Athletics,1,Swimming,1
2016,CZE,Canoeing,6,Tennis,5,Athletics,1,Cycling,1,Judo,1
2016,GEO,Wrestling,3,Judo,2,Weightlifting,2,,,,
2016,KAZ,Weightlifting,6,Boxing,5,Wrestling,3,Judo,2,Athletics,1
2016,RUS,Gymnastics,16,Fencing,15,Handball,15,Water Polo,13,Synchronized Swimming,11
2016,SVK,Canoeing,7,Athletics,1,,,,,,
2016,UKR,Fencing,5,Canoeing,3,Gymnastics,2,Athletics,1,Modern Pentathlon,1
2016,UZB,Boxing,7,Wrestling,3,Judo,2,Weightlifting,1,,
2016,AZE,Wrestling,9,Taekwondo,3,Boxing,2,Canoeing,2,Judo,2
2016,BDI,Athletics,1,,,,,,,,
2016,TJK,Athletics,1,,,,,,,,
2016,SRB,Basketball,24,Water Polo,13,Volleyball,12,Canoeing,2,Athletics,1
